ridership_id,trip_id,station_id,boardings,alightings,passenger_load_after_stop,vehicle_capacity,is_overcrowded
RD01870,T0312,S028,9,6,40,45,No
RD01871,T0312,S029,10,3,47,45,Yes
RD01872,T0312,S030,1,47,1,45,No
RD01873,T0313,S037,8,0,13,25,No
RD01874,T0313,S038,7,5,15,25,No
RD01875,T0313,S039,2,2,15,25,No
RD01876,T0313,S040,8,3,20,25,No
RD01877,T0313,S041,7,2,25,25,No
RD01878,T0313,S042,0,25,0,25,No
RD01879,T0314,S007,7,0,12,25,No
RD01880,T0314,S008,7,2,17,25,No
RD01881,T0314,S009,6,4,19,25,No
RD01882,T0314,S010,1,0,20,25,No
RD01883,T0314,S011,11,1,30,25,Yes
RD01884,T0314,S012,1,30,7,25,No
RD01885,T0315,S013,15,0,25,45,No
RD01886,T0315,S014,4,1,28,45,No
RD01887,T0315,S015,21,8,41,45,No
RD01888,T0315,S016,14,9,46,45,Yes
RD01889,T0315,S017,15,5,56,45,Yes
RD01890,T0315,S018,1,56,1,45,No
RD01891,T0316,S037,12,0,17,25,No
RD01892,T0316,S038,4,2,19,25,No
RD01893,T0316,S039,3,2,20,25,No
RD01894,T0316,S040,10,3,27,25,Yes
RD01895,T0316,S041,9,0,36,25,Yes
RD01896,T0316,S042,1,36,1,25,No
RD01897,T0317,S013,12,0,19,45,No
RD01898,T0317,S014,2,2,19,45,No
RD01899,T0317,S015,20,6,33,45,No
RD01900,T0317,S016,12,1,44,45,No
RD01901,T0317,S017,4,9,50,45,Yes
RD01902,T0317,S018,3,50,3,45,No
RD01903,T0318,S025,13,0,16,25,No
RD01904,T0318,S026,4,1,19,25,No
RD01905,T0318,S027,5,2,22,25,No
RD01906,T0318,S028,3,3,22,25,No
RD01907,T0318,S029,10,1,31,25,Yes
RD01908,T0318,S030,2,31,2,25,No
RD01909,T0319,S025,19,0,22,45,No
RD01910,T0319,S026,1,2,21,45,No
RD01911,T0319,S027,8,4,25,45,No
RD01912,T0319,S028,12,3,34,45,No
RD01913,T0319,S029,3,7,35,45,No
RD01914,T0319,S030,2,35,2,45,No
RD01915,T0320,S013,27,0,33,45,No
RD01916,T0320,S014,14,6,41,45,No
RD01917,T0320,S015,3,4,40,45,No
RD01918,T0320,S016,2,0,42,45,No
RD01919,T0320,S017,16,3,55,45,Yes
RD01920,T0320,S018,4,55,4,45,No
RD01921,T0321,S031,7,0,27,45,No
RD01922,T0321,S032,13,9,31,45,No
RD01923,T0321,S033,12,6,37,45,No
RD01924,T0321,S034,2,8,31,45,No
RD01925,T0321,S035,6,4,33,45,No
RD01926,T0321,S036,2,33,2,45,No
RD01927,T0322,S025,15,0,19,70,No
RD01928,T0322,S026,28,8,39,70,No
RD01929,T0322,S027,21,1,64,70,No
RD01930,T0322,S028,18,7,75,70,Yes
RD01931,T0322,S029,28,14,89,70,Yes
RD01932,T0322,S030,2,89,2,70,No
RD01933,T0323,S001,30,0,38,70,No
RD01934,T0323,S002,21,2,57,70,No
RD01935,T0323,S003,10,7,60,70,No
RD01936,T0323,S004,29,14,80,70,Yes
RD01937,T0323,S005,15,0,95,70,Yes
RD01938,T0323,S006,3,95,3,70,No
RD01939,T0324,S019,37,0,51,70,No
RD01940,T0324,S020,32,14,77,70,Yes
RD01941,T0324,S021,32,11,98,70,Yes
RD01942,T0324,S022,10,1,107,70,Yes
RD01943,T0324,S023,14,1,120,70,Yes
RD01944,T0324,S024,1,120,1,70,No
RD01945,T0325,S043,11,0,16,25,No
RD01946,T0325,S044,11,4,23,25,No
RD01947,T0325,S045,1,4,20,25,No
RD01948,T0325,S046,3,4,19,25,No
RD01949,T0325,S047,4,0,23,25,No
RD01950,T0325,S048,0,23,0,25,No
RD01951,T0326,S031,28,0,28,70,No
RD01952,T0326,S032,8,10,26,70,No
RD01953,T0326,S033,7,9,24,70,No
RD01954,T0326,S034,2,2,24,70,No
RD01955,T0326,S035,31,13,42,70,No
RD01956,T0326,S036,2,42,2,70,No
RD01957,T0327,S031,16,0,16,45,No
RD01958,T0327,S032,15,9,22,45,No
RD01959,T0327,S033,5,9,18,45,No
RD01960,T0327,S034,21,0,39,45,No
RD01961,T0327,S035,3,0,42,45,No
RD01962,T0327,S036,4,42,4,45,No
RD01963,T0328,S007,14,0,26,70,No
RD01964,T0328,S008,8,2,32,70,No
RD01965,T0328,S009,13,12,33,70,No
RD01966,T0328,S010,1,1,33,70,No
RD01967,T0328,S011,7,13,27,70,No
RD01968,T0328,S012,1,27,1,70,No
RD01969,T0329,S043,15,0,18,25,No
RD01970,T0329,S044,11,5,24,25,No
RD01971,T0329,S045,8,2,30,25,Yes
RD01972,T0329,S046,5,5,30,25,Yes
RD01973,T0329,S047,3,4,29,25,Yes
RD01974,T0329,S048,0,29,0,25,No
RD01975,T0330,S037,6,0,10,25,No
RD01976,T0330,S038,8,3,15,25,No
RD01977,T0330,S039,7,4,18,25,No
RD01978,T0330,S040,6,3,21,25,No
RD01979,T0330,S041,11,3,29,25,Yes
RD01980,T0330,S042,0,29,0,25,No
RD01981,T0331,S031,13,0,16,25,No
RD01982,T0331,S032,3,5,14,25,No
RD01983,T0331,S033,11,4,21,25,No
RD01984,T0331,S034,5,0,26,25,Yes
RD01985,T0331,S035,8,0,34,25,Yes
RD01986,T0331,S036,1,34,1,25,No
RD01987,T0332,S043,4,0,6,25,No
RD01988,T0332,S044,4,4,6,25,No
RD01989,T0332,S045,5,2,9,25,No
RD01990,T0332,S046,5,0,14,25,No
RD01991,T0332,S047,1,0,15,25,No
RD01992,T0332,S048,4,15,4,25,No
RD01993,T0333,S043,11,0,11,25,No
RD01994,T0333,S044,8,0,19,25,No
RD01995,T0333,S045,5,4,20,25,No
RD01996,T0333,S046,2,4,18,25,No
RD01997,T0333,S047,2,0,20,25,No
RD01998,T0333,S048,3,20,3,25,No
RD01999,T0334,S043,18,0,29,45,No
RD02000,T0334,S044,11,4,36,45,No
RD02001,T0334,S045,15,7,44,45,No
RD02002,T0334,S046,11,4,51,45,Yes
RD02003,T0334,S047,7,2,56,45,Yes
RD02004,T0334,S048,4,56,4,45,No
RD02005,T0335,S037,9,0,19,45,No
RD02006,T0335,S038,1,0,20,45,No
RD02007,T0335,S039,6,0,26,45,No
RD02008,T0335,S040,13,7,32,45,No
RD02009,T0335,S041,16,9,39,45,No
RD02010,T0335,S042,4,39,4,45,No
RD02011,T0336,S037,29,0,41,70,No
RD02012,T0336,S038,1,2,40,70,No
RD02013,T0336,S039,2,13,29,70,No
RD02014,T0336,S040,2,3,28,70,No
RD02015,T0336,S041,10,10,28,70,No
RD02016,T0336,S042,3,28,3,70,No
RD02017,T0337,S025,7,0,13,25,No
RD02018,T0337,S026,1,1,13,25,No
RD02019,T0337,S027,4,2,15,25,No
RD02020,T0337,S028,4,1,18,25,No
RD02021,T0337,S029,1,3,16,25,No
RD02022,T0337,S030,0,16,0,25,No
RD02023,T0338,S007,8,0,10,45,No
RD02024,T0338,S008,8,7,11,45,No
RD02025,T0338,S009,1,7,5,45,No
RD02026,T0338,S010,10,3,12,45,No
RD02027,T0338,S011,4,3,13,45,No
RD02028,T0338,S012,2,13,2,45,No
RD02029,T0339,S031,9,0,16,25,No
RD02030,T0339,S032,11,0,27,25,Yes
RD02031,T0339,S033,7,3,31,25,Yes
RD02032,T0339,S034,10,5,36,25,Yes
RD02033,T0339,S035,5,4,46,25,Yes
RD02034,T0339,S036,3,46,3,25,No
RD02035,T0340,S001,25,0,36,45,No
RD02036,T0340,S002,8,7,37,45,No
RD02037,T0340,S003,1,8,30,45,No
RD02038,T0340,S004,18,5,52,45,Yes
RD02039,T0340,S005,4,7,49,45,Yes
RD02040,T0340,S006,2,49,2,45,No
RD02041,T0341,S043,6,0,12,45,No
RD02042,T0341,S044,16,3,25,45,No
RD02043,T0341,S045,17,3,39,45,No
RD02044,T0341,S046,20,5,54,45,Yes
RD02045,T0341,S047,5,7,52,45,Yes
RD02046,T0341,S048,3,52,3,45,No
RD02047,T0342,S013,26,0,36,45,No
RD02048,T0342,S014,6,7,35,45,No
RD02049,T0342,S015,3,4,34,45,No
RD02050,T0342,S016,6,2,38,45,No
RD02051,T0342,S017,16,9,45,45,No
RD02052,T0342,S018,3,45,3,45,No
RD02053,T0343,S031,5,0,8,25,No
RD02054,T0343,S032,2,1,9,25,No
RD02055,T0343,S033,1,4,6,25,No
RD02056,T0343,S034,3,0,9,25,No
RD02057,T0343,S035,3,2,10,25,No
RD02058,T0343,S036,1,10,1,25,No
RD02059,T0344,S001,42,0,51,70,No
RD02060,T0344,S002,28,5,74,70,Yes
RD02061,T0344,S003,8,3,79,70,Yes
RD02062,T0344,S004,17,7,89,70,Yes
RD02063,T0344,S005,23,12,100,70,Yes
RD02064,T0344,S006,4,100,4,70,No
RD02065,T0345,S025,42,0,46,70,No
RD02066,T0345,S026,4,1,49,70,No
RD02067,T0345,S027,30,7,72,70,Yes
RD02068,T0345,S028,8,12,68,70,No
RD02069,T0345,S029,7,12,63,70,No
RD02070,T0345,S030,0,63,0,70,No
RD02071,T0346,S025,20,0,25,70,No
RD02072,T0346,S026,7,1,31,70,No
RD02073,T0346,S027,12,14,29,70,No
RD02074,T0346,S028,10,2,37,70,No
RD02075,T0346,S029,15,11,41,70,No
RD02076,T0346,S030,4,41,4,70,No
RD02077,T0347,S019,9,0,16,45,No
RD02078,T0347,S020,11,5,22,45,No
RD02079,T0347,S021,7,1,28,45,No
RD02080,T0347,S022,1,6,23,45,No
RD02081,T0347,S023,11,7,27,45,No
RD02082,T0347,S024,1,27,1,45,No
RD02083,T0348,S037,19,0,24,45,No
RD02084,T0348,S038,5,3,26,45,No
RD02085,T0348,S039,14,8,32,45,No
RD02086,T0348,S040,14,2,44,45,No
RD02087,T0348,S041,15,6,53,45,Yes
RD02088,T0348,S042,4,53,4,45,No
RD02089,T0349,S007,3,0,5,25,No
RD02090,T0349,S008,2,3,4,25,No
RD02091,T0349,S009,6,0,10,25,No
RD02092,T0349,S010,1,4,7,25,No
RD02093,T0349,S011,3,0,10,25,No
RD02094,T0349,S012,2,10,2,25,No
RD02095,T0350,S037,15,0,18,25,No
RD02096,T0350,S038,7,0,25,25,No
RD02097,T0350,S039,11,5,31,25,Yes
RD02098,T0350,S040,1,4,28,25,Yes
RD02099,T0350,S041,11,5,34,25,Yes
RD02100,T0350,S042,2,34,2,25,No
RD02101,T0351,S001,14,0,24,45,No
RD02102,T0351,S002,6,4,26,45,No
RD02103,T0351,S003,1,5,22,45,No
RD02104,T0351,S004,9,4,27,45,No
RD02105,T0351,S005,3,9,21,45,No
RD02106,T0351,S006,3,21,3,45,No
RD02107,T0352,S037,20,0,34,70,No
RD02108,T0352,S038,18,3,49,70,No
RD02109,T0352,S039,15,9,55,70,No
RD02110,T0352,S040,12,11,56,70,No
RD02111,T0352,S041,13,14,55,70,No
RD02112,T0352,S042,1,55,1,70,No
RD02113,T0353,S031,4,0,14,25,No
RD02114,T0353,S032,3,3,14,25,No
RD02115,T0353,S033,5,4,15,25,No
RD02116,T0353,S034,9,4,20,25,No
RD02117,T0353,S035,11,2,29,25,Yes
RD02118,T0353,S036,0,29,0,25,No
RD02119,T0354,S025,26,0,43,70,No
RD02120,T0354,S026,20,12,51,70,No
RD02121,T0354,S027,8,8,51,70,No
RD02122,T0354,S028,24,13,62,70,No
RD02123,T0354,S029,23,8,77,70,Yes
RD02124,T0354,S030,0,77,0,70,No
RD02125,T0355,S025,14,0,26,25,Yes
RD02126,T0355,S026,10,1,35,25,Yes
RD02127,T0355,S027,11,5,41,25,Yes
RD02128,T0355,S028,4,4,41,25,Yes
RD02129,T0355,S029,11,2,50,25,Yes
RD02130,T0355,S030,4,50,4,25,No
RD02131,T0356,S043,25,0,37,70,No
RD02132,T0356,S044,13,8,42,70,No
RD02133,T0356,S045,30,5,67,70,No
RD02134,T0356,S046,28,11,84,70,Yes
RD02135,T0356,S047,6,1,94,70,Yes
RD02136,T0356,S048,3,94,3,70,No
RD02137,T0357,S025,17,0,18,45,No
RD02138,T0357,S026,19,6,31,45,No
RD02139,T0357,S027,9,6,34,45,No
RD02140,T0357,S028,15,6,43,45,No
RD02141,T0357,S029,14,7,50,45,Yes
RD02142,T0357,S030,1,50,1,45,No
RD02143,T0358,S031,14,0,17,25,No
RD02144,T0358,S032,9,5,21,25,No
RD02145,T0358,S033,4,0,25,25,No
RD02146,T0358,S034,3,0,28,25,Yes
RD02147,T0358,S035,2,2,28,25,Yes
RD02148,T0358,S036,3,28,3,25,No
RD02149,T0359,S025,24,0,29,45,No
RD02150,T0359,S026,5,8,26,45,No
RD02151,T0359,S027,12,4,34,45,No
RD02152,T0359,S028,1,7,28,45,No
RD02153,T0359,S029,19,2,45,45,No
RD02154,T0359,S030,2,45,2,45,No
RD02155,T0360,S019,4,0,5,25,No
RD02156,T0360,S020,4,5,4,25,No
RD02157,T0360,S021,1,0,5,25,No
RD02158,T0360,S022,3,4,4,25,No
RD02159,T0360,S023,1,0,5,25,No
RD02160,T0360,S024,3,5,3,25,No
RD02161,T0361,S025,24,0,31,45,No
RD02162,T0361,S026,11,7,35,45,No
RD02163,T0361,S027,20,7,48,45,Yes
RD02164,T0361,S028,17,2,63,45,Yes
RD02165,T0361,S029,15,7,71,45,Yes
RD02166,T0361,S030,2,71,2,45,No
RD02167,T0362,S019,34,0,47,70,No
RD02168,T0362,S020,22,6,63,70,No
RD02169,T0362,S021,29,10,82,70,Yes
RD02170,T0362,S022,6,10,78,70,Yes
RD02171,T0362,S023,2,11,69,70,No
RD02172,T0362,S024,2,69,2,70,No
RD02173,T0363,S031,26,0,27,45,No
RD02174,T0363,S032,20,3,44,45,No
RD02175,T0363,S033,19,0,63,45,Yes
RD02176,T0363,S034,17,7,73,45,Yes
RD02177,T0363,S035,18,1,90,45,Yes
RD02178,T0363,S036,0,90,0,45,No
RD02179,T0364,S013,4,0,5,25,No
RD02180,T0364,S014,5,5,5,25,No
RD02181,T0364,S015,1,3,3,25,No
RD02182,T0364,S016,4,2,5,25,No
RD02183,T0364,S017,1,4,2,25,No
RD02184,T0364,S018,3,2,3,25,No
RD02185,T0365,S043,31,0,31,70,No
RD02186,T0365,S044,2,6,27,70,No
RD02187,T0365,S045,25,5,47,70,No
RD02188,T0365,S046,7,1,53,70,No
RD02189,T0365,S047,10,4,59,70,No
RD02190,T0365,S048,0,59,0,70,No
RD02191,T0366,S007,20,0,41,70,No
RD02192,T0366,S008,2,2,41,70,No
RD02193,T0366,S009,25,4,62,70,No
RD02194,T0366,S010,27,2,87,70,Yes
RD02195,T0366,S011,25,4,108,70,Yes
RD02196,T0366,S012,0,108,6,70,No
RD02197,T0367,S001,24,0,33,45,No
RD02198,T0367,S002,17,8,42,45,No
RD02199,T0367,S003,9,1,60,45,Yes
RD02200,T0367,S004,14,8,69,45,Yes
RD02201,T0367,S005,21,6,84,45,Yes
RD02202,T0367,S006,0,84,0,45,No
RD02203,T0368,S037,25,0,28,70,No
RD02204,T0368,S038,9,10,27,70,No
RD02205,T0368,S039,29,6,50,70,No
RD02206,T0368,S040,33,10,73,70,Yes
RD02207,T0368,S041,24,2,95,70,Yes
RD02208,T0368,S042,1,95,1,70,No
RD02209,T0369,S025,37,0,54,70,No
RD02210,T0369,S026,29,8,85,70,Yes
RD02211,T0369,S027,19,13,91,70,Yes
RD02212,T0369,S028,1,2,100,70,Yes
RD02213,T0369,S029,17,4,113,70,Yes
RD02214,T0369,S030,3,113,3,70,No
RD02215,T0370,S025,8,0,14,25,No
RD02216,T0370,S026,5,1,18,25,No
RD02217,T0370,S027,3,4,17,25,No
RD02218,T0370,S028,2,0,19,25,No
RD02219,T0370,S029,5,5,19,25,No
RD02220,T0370,S030,4,19,4,25,No
RD02221,T0371,S013,5,0,5,25,No
RD02222,T0371,S014,4,0,9,25,No
RD02223,T0371,S015,1,5,5,25,No
RD02224,T0371,S016,6,1,10,25,No
RD02225,T0371,S017,3,4,9,25,No
RD02226,T0371,S018,3,9,3,25,No
RD02227,T0372,S043,42,0,48,70,No
RD02228,T0372,S044,22,5,65,70,No
RD02229,T0372,S045,29,12,82,70,Yes
RD02230,T0372,S046,21,10,93,70,Yes
RD02231,T0372,S047,22,7,113,70,Yes
RD02232,T0372,S048,0,113,0,70,No
RD02233,T0373,S031,10,0,10,70,No
RD02234,T0373,S032,32,6,36,70,No
RD02235,T0373,S033,6,8,34,70,No
RD02236,T0373,S034,5,10,29,70,No
RD02237,T0373,S035,29,14,44,70,No
RD02238,T0373,S036,2,44,2,70,No
RD02239,T0374,S037,15,0,21,45,No
RD02240,T0374,S038,7,5,23,45,No
RD02241,T0374,S039,1,2,22,45,No
RD02242,T0374,S040,8,1,29,45,No
RD02243,T0374,S041,4,5,28,45,No
RD02244,T0374,S042,3,28,3,45,No
RD02245,T0375,S037,6,0,6,25,No
RD02246,T0375,S038,11,2,15,25,No
RD02247,T0375,S039,4,2,17,25,No
RD02248,T0375,S040,11,4,24,25,No
RD02249,T0375,S041,4,5,23,25,No
RD02250,T0375,S042,3,23,3,25,No
RD02251,T0376,S001,27,0,28,70,No
RD02252,T0376,S002,14,11,40,70,No
RD02253,T0376,S003,18,1,57,70,No
RD02254,T0376,S004,11,7,61,70,No
RD02255,T0376,S005,12,10,68,70,No
RD02256,T0376,S006,0,68,0,70,No
RD02257,T0377,S031,13,0,22,45,No
RD02258,T0377,S032,7,4,25,45,No
RD02259,T0377,S033,18,0,43,45,No
RD02260,T0377,S034,15,8,59,45,Yes
RD02261,T0377,S035,11,0,70,45,Yes
RD02262,T0377,S036,3,70,3,45,No
RD02263,T0378,S019,39,0,55,70,No
RD02264,T0378,S020,3,8,50,70,No
RD02265,T0378,S021,4,3,51,70,No
RD02266,T0378,S022,29,6,74,70,Yes
RD02267,T0378,S023,13,6,81,70,Yes
RD02268,T0378,S024,4,81,4,70,No
RD02269,T0379,S013,9,0,20,45,No
RD02270,T0379,S014,2,6,16,45,No
RD02271,T0379,S015,4,3,17,45,No
RD02272,T0379,S016,6,2,21,45,No
RD02273,T0379,S017,2,4,19,45,No
RD02274,T0379,S018,0,19,0,45,No
RD02275,T0380,S025,40,0,40,70,No
RD02276,T0380,S026,22,0,62,70,No
RD02277,T0380,S027,7,3,66,70,No
RD02278,T0380,S028,4,5,65,70,No
RD02279,T0380,S029,16,8,73,70,Yes
RD02280,T0380,S030,4,73,4,70,No
RD02281,T0381,S043,26,0,27,45,No
RD02282,T0381,S044,3,1,29,45,No
RD02283,T0381,S045,13,0,42,45,No
RD02284,T0381,S046,5,1,56,45,Yes
RD02285,T0381,S047,10,0,66,45,Yes
RD02286,T0381,S048,3,66,6,45,No
RD02287,T0382,S043,3,0,7,25,No
RD02288,T0382,S044,7,3,11,25,No
RD02289,T0382,S045,4,3,12,25,No
RD02290,T0382,S046,10,5,26,25,Yes
RD02291,T0382,S047,7,3,30,25,Yes
RD02292,T0382,S048,4,30,4,25,No
RD02293,T0383,S019,13,0,18,25,No
RD02294,T0383,S020,9,3,24,25,No
RD02295,T0383,S021,2,1,25,25,No
RD02296,T0383,S022,2,4,23,25,No
RD02297,T0383,S023,10,1,32,25,Yes
RD02298,T0383,S024,4,32,4,25,No
RD02299,T0384,S031,10,0,13,25,No
RD02300,T0384,S032,3,3,13,25,No
RD02301,T0384,S033,1,0,14,25,No
RD02302,T0384,S034,7,4,17,25,No
RD02303,T0384,S035,6,5,18,25,No
RD02304,T0384,S036,4,18,4,25,No
RD02305,T0385,S019,21,0,23,45,No
RD02306,T0385,S020,10,5,28,45,No
RD02307,T0385,S021,17,0,45,45,No
RD02308,T0385,S022,2,2,45,45,No
RD02309,T0385,S023,2,8,39,45,No
RD02310,T0385,S024,1,39,1,45,No
RD02311,T0386,S019,9,0,19,45,No
RD02312,T0386,S020,6,1,24,45,No
RD02313,T0386,S021,11,3,32,45,No
RD02314,T0386,S022,8,7,33,45,No
RD02315,T0386,S023,6,9,30,45,No
RD02316,T0386,S024,4,30,4,45,No
RD02317,T0387,S043,19,0,29,70,No
RD02318,T0387,S044,14,4,39,70,No
RD02319,T0387,S045,6,5,40,70,No
RD02320,T0387,S046,15,1,54,70,No
RD02321,T0387,S047,2,14,42,70,No
RD02322,T0387,S048,3,42,3,70,No
RD02323,T0388,S043,3,0,4,25,No
RD02324,T0388,S044,8,1,11,25,No
RD02325,T0388,S045,8,1,18,25,No
RD02326,T0388,S046,7,2,23,25,No
RD02327,T0388,S047,1,1,23,25,No
RD02328,T0388,S048,0,23,0,25,No
RD02329,T0389,S037,17,0,34,70,No
RD02330,T0389,S038,13,7,40,70,No
RD02331,T0389,S039,24,14,53,70,No
RD02332,T0389,S040,13,3,63,70,No
RD02333,T0389,S041,17,3,77,70,Yes
RD02334,T0389,S042,2,77,2,70,No
RD02335,T0390,S031,8,0,11,45,No
RD02336,T0390,S032,1,3,9,45,No
RD02337,T0390,S033,5,2,12,45,No
RD02338,T0390,S034,1,1,12,45,No
RD02339,T0390,S035,7,2,17,45,No
RD02340,T0390,S036,0,17,0,45,No
RD02341,T0391,S007,23,0,33,70,No
RD02342,T0391,S008,24,3,54,70,No
RD02343,T0391,S009,11,10,55,70,No
RD02344,T0391,S010,28,12,71,70,Yes
RD02345,T0391,S011,8,1,78,70,Yes
RD02346,T0391,S012,1,78,1,70,No
RD02347,T0392,S037,18,0,24,70,No
RD02348,T0392,S038,12,6,30,70,No
RD02349,T0392,S039,14,5,39,70,No
RD02350,T0392,S040,8,10,37,70,No
RD02351,T0392,S041,2,14,25,70,No
RD02352,T0392,S042,4,25,4,70,No
RD02353,T0393,S037,4,0,8,25,No
RD02354,T0393,S038,3,4,7,25,No
RD02355,T0393,S039,3,1,9,25,No
RD02356,T0393,S040,1,1,9,25,No
RD02357,T0393,S041,3,5,7,25,No
RD02358,T0393,S042,1,7,1,25,No
RD02359,T0394,S007,15,0,23,45,No
RD02360,T0394,S008,4,7,20,45,No
RD02361,T0394,S009,8,1,27,45,No
RD02362,T0394,S010,2,9,20,45,No
RD02363,T0394,S011,9,2,27,45,No
RD02364,T0394,S012,3,27,3,45,No
RD02365,T0395,S019,22,0,32,45,No
RD02366,T0395,S020,15,8,39,45,No
RD02367,T0395,S021,17,5,51,45,Yes
RD02368,T0395,S022,16,7,60,45,Yes
RD02369,T0395,S023,21,6,75,45,Yes
RD02370,T0395,S024,4,75,4,45,No
RD02371,T0396,S037,6,0,7,25,No
RD02372,T0396,S038,4,3,8,25,No
RD02373,T0396,S039,7,2,13,25,No
RD02374,T0396,S040,3,4,12,25,No
RD02375,T0396,S041,5,2,15,25,No
RD02376,T0396,S042,1,15,1,25,No
RD02377,T0397,S043,38,0,47,70,No
RD02378,T0397,S044,3,3,47,70,No
RD02379,T0397,S045,22,9,60,70,No
RD02380,T0397,S046,28,7,81,70,Yes
RD02381,T0397,S047,32,12,101,70,Yes
RD02382,T0397,S048,3,101,13,70,No
RD02383,T0398,S037,14,0,21,70,No
RD02384,T0398,S038,3,10,14,70,No
RD02385,T0398,S039,3,5,12,70,No
RD02386,T0398,S040,17,4,25,70,No
RD02387,T0398,S041,18,8,35,70,No
RD02388,T0398,S042,0,35,0,70,No
RD02389,T0399,S019,7,0,13,25,No
RD02390,T0399,S020,2,0,18,25,No
RD02391,T0399,S021,4,4,18,25,No
RD02392,T0399,S022,6,5,19,25,No
RD02393,T0399,S023,11,5,25,25,No
RD02394,T0399,S024,1,25,1,25,No
RD02395,T0400,S001,15,0,16,25,No
RD02396,T0400,S002,5,4,24,25,No
RD02397,T0400,S003,6,2,28,25,Yes
RD02398,T0400,S004,7,3,32,25,Yes
RD02399,T0400,S005,1,5,28,25,Yes
RD02400,T0400,S006,4,28,4,25,No
RD02401,T0401,S019,9,0,10,25,No
RD02402,T0401,S020,4,5,9,25,No
RD02403,T0401,S021,10,4,15,25,No
RD02404,T0401,S022,8,3,20,25,No
RD02405,T0401,S023,6,0,26,25,Yes
RD02406,T0401,S024,3,26,3,25,No
RD02407,T0402,S019,19,0,30,45,No
RD02408,T0402,S020,18,7,46,45,Yes
RD02409,T0402,S021,5,9,42,45,No
RD02410,T0402,S022,16,0,58,45,Yes
RD02411,T0402,S023,11,5,64,45,Yes
RD02412,T0402,S024,3,64,3,45,No
RD02413,T0403,S031,15,0,18,25,No
RD02414,T0403,S032,5,4,19,25,No
RD02415,T0403,S033,10,0,29,25,Yes
RD02416,T0403,S034,3,1,31,25,Yes
RD02417,T0403,S035,10,2,39,25,Yes
RD02418,T0403,S036,4,39,4,25,No
RD02419,T0404,S025,16,0,28,70,No
RD02420,T0404,S026,13,3,38,70,No
RD02421,T0404,S027,18,1,55,70,No
RD02422,T0404,S028,7,6,56,70,No
RD02423,T0404,S029,4,7,53,70,No
RD02424,T0404,S030,2,53,2,70,No
RD02425,T0405,S013,20,0,34,70,No
RD02426,T0405,S014,10,14,30,70,No
RD02427,T0405,S015,6,1,35,70,No
RD02428,T0405,S016,18,1,52,70,No
RD02429,T0405,S017,2,2,52,70,No
RD02430,T0405,S018,4,52,4,70,No
RD02431,T0406,S037,11,0,26,70,No
RD02432,T0406,S038,25,1,50,70,No
RD02433,T0406,S039,19,3,66,70,No
RD02434,T0406,S040,30,1,106,70,Yes
RD02435,T0406,S041,11,0,117,70,Yes
RD02436,T0406,S042,3,117,3,70,No
RD02437,T0407,S037,8,0,9,45,No
RD02438,T0407,S038,7,8,8,45,No
RD02439,T0407,S039,2,7,3,45,No
RD02440,T0407,S040,4,3,4,45,No
RD02441,T0407,S041,4,1,7,45,No
RD02442,T0407,S042,2,7,2,45,No
RD02443,T0408,S025,14,0,17,25,No
RD02444,T0408,S026,10,1,26,25,Yes
RD02445,T0408,S027,10,2,34,25,Yes
RD02446,T0408,S028,11,5,40,25,Yes
RD02447,T0408,S029,1,1,40,25,Yes
RD02448,T0408,S030,3,40,12,25,No
RD02449,T0409,S001,4,0,8,25,No
RD02450,T0409,S002,3,4,7,25,No
RD02451,T0409,S003,4,4,7,25,No
RD02452,T0409,S004,4,3,8,25,No
RD02453,T0409,S005,1,4,5,25,No
RD02454,T0409,S006,0,5,0,25,No
RD02455,T0410,S025,13,0,15,25,No
RD02456,T0410,S026,6,3,18,25,No
RD02457,T0410,S027,5,5,18,25,No
RD02458,T0410,S028,7,1,24,25,No
RD02459,T0410,S029,7,4,27,25,Yes
RD02460,T0410,S030,1,27,1,25,No
RD02461,T0411,S031,9,0,9,25,No
RD02462,T0411,S032,4,0,13,25,No
RD02463,T0411,S033,5,1,17,25,No
RD02464,T0411,S034,5,4,18,25,No
RD02465,T0411,S035,4,0,22,25,No
RD02466,T0411,S036,3,22,3,25,No
RD02467,T0412,S001,4,0,8,25,No
RD02468,T0412,S002,2,0,10,25,No
RD02469,T0412,S003,7,2,15,25,No
RD02470,T0412,S004,4,2,17,25,No
RD02471,T0412,S005,1,3,25,25,No
RD02472,T0412,S006,3,25,3,25,No
RD02473,T0413,S019,22,0,34,70,No
RD02474,T0413,S020,17,0,51,70,No
RD02475,T0413,S021,9,14,46,70,No
RD02476,T0413,S022,30,11,65,70,No
RD02477,T0413,S023,6,1,70,70,No
RD02478,T0413,S024,1,70,1,70,No
RD02479,T0414,S019,5,0,8,25,No
RD02480,T0414,S020,3,2,9,25,No
RD02481,T0414,S021,10,0,19,25,No
RD02482,T0414,S022,2,2,19,25,No
RD02483,T0414,S023,3,3,22,25,No
RD02484,T0414,S024,2,22,2,25,No
RD02485,T0415,S019,11,0,16,45,No
RD02486,T0415,S020,18,0,34,45,No
RD02487,T0415,S021,21,0,55,45,Yes
RD02488,T0415,S022,13,1,67,45,Yes
RD02489,T0415,S023,2,7,62,45,Yes
RD02490,T0415,S024,0,62,0,45,No
RD02491,T0416,S025,9,0,12,45,No
RD02492,T0416,S026,4,5,11,45,No
